tag,matched,name,url,snippet,notes
real?,happy-hour,AGAVE Southwest Bar & Grill,http://www.marriott.com/hotels/hotel-information/restaurant/phxno-scottsdale-marriott-at-mcdowell-mountains/,mpany colorful cocktails at this urbane happy-hour spot. +1 480-515-5000 Open for Lunch & Dinner Dress Code: Dress Jeans Seafood M,
real?,Happy Hour,Chef J Dim Sum & Chinese Bistro,https://www.chefjscottsdale.com/,"h Shea Blvd Area with Full Bar. We have Happy Hour. We serve Dine-in, Take-out and Catering & Delivery. Follow Follow Follow Learn",
real?,Happy Hour,Clancy's Jack Room,https://www.clancyspubscottsdale.com/menu,re Menu Food Breakfast Menu Drinks Menu Happy Hour Late Night Food Become a VIP Be the first to receive updates on exclusive event,
real?,Happy Hour,Clancy's Pub - Scottsdale,https://www.clancyspubscottsdale.com/,"ndow Daily Specials · /daily-specials · Happy Hour Menu · /happy-hour-menu · Clancy's Pub in Scottsdale, AZ. Clancy's Pub Pizza &",
real?,Happy Hour,Il Capo Pizzeria,https://www.ilcapoaz.com/,imported from Italy or locally grown. · Happy Hour · /happy-hour · Win $500! Enter by writing a dish review to help others. Drawin,
real?,Happy Hour,Isabella's Kitchen,https://grayhawkgolf.com/dining-overview/isabellas-kitchen/,lla's Kitchen Indoor-Outdoor Dining and Happy Hour Hangout Open to Everyone Screw It! Menu Lunch/Dinner Menu Drinks Menu Dessert M,
real?,Happy Hour,Los Sombreros,https://www.lossombreros.com/,os Sombreros Margarita Flight Tasting - Happy Hour Scottsdale Phoenix Mesa Large.jpeg · Los Sombreros Margarita Flight Tasting - H,
real?,happy hour,Parma Italian Roots Italian Restaurant,https://www.parmaitalianaz.com/,"cooking at Parma. Enjoy lunch, brunch, happy hour, and dinner in a buzzy, yet laid-back setting. PARMA ITALIAN ROOTS Join our mai",
real?,Happy Hour,Pattie's First Avenue Lounge,https://pattiesfirstavenuelounge.cfd/,Dining Parking Validated Street Parking Happy Hour Beer and Wine Good for Groups Photos Frequently Asked Questions What services d,
real?,Happy Hour,SWAN Sushi Seafood Bar,https://www.swansushi.com/,"yourself in the vibrant ambiance, where Happy Hour turns into memorable evenings and laughter flows freely under the Arizona sun.",
real?,happy-hour,The Capital Grille,https://www.thecapitalgrille.com/about-us/accessibility-statement,"""input"",null,{""type"":""hidden"",""id"":""showHappyHour"",""value"":""""}],[""$"",""input"",null,{""type"":""hidden"",""value"":""1"",""id"":""emailSignupS",
real?,HAPPY HOUR,The White Chocolate Grill,https://www.whitechocolategrill.com/menu,ailability are subject to change $ 9.50 HAPPY HOUR DRINKS $ 9.50 $ 9 WINES BY THE GLASS $ 9 $ 7 DRAFT BEER $ 7 $ 9.50 PRIVATE BARR,
weak:op-hours-or-nav,Special,Alo Cafe,https://alocafeaz.com/menu/,"217;s Cel-Ray $ 5.5 Manhattan Special $ 5.5 (espresso soda from Brooklyn) Canned Sodas $ 3 (Coke,Ver",
weak:op-hours-or-nav,11am - 8pm,Andreoli Italian Grocer,http://www.andreoli-grocer.com/,Sun. Closed Mon. Closed Tue. 11am - 8pm Wed. 11am - 8pm Thu. 11am - 8pm Fri. 11am - 9pm Sat. 11am -,
weak:op-hours-or-nav,Special,Bar Bambino,https://www.barbambino.com/menus/,"e Bottle Champagne, Bollinger Special Cuvee, NV $ 560 Champagne, Perrier Jouet NV $ 650 Barolo, Luci",
weak:op-hours-or-nav,special,Basil & Garlic,https://basilngarlicbistro.com/,"hwatering menu of classic and specialty dishes, all made with the freshest ingredients. From our han",
weak:op-hours-or-nav,11am-9pm,Boo and Henry's Memphis Pit BBQ Restaurant,https://booandhenrysbbq.com/,"urant Hours: Wednesday-Monday 11am-9pm, Closed Tuesdays Shop Shop BBQ Sauces BBQ Rubs N' Seasonings",
weak:op-hours-or-nav,special,"Born & Bred, Scottsdale",https://scottsdale.bornandbredarizona.com/,"to Inquire × Let us host your special event! Whether a birthday party, office function or any other",
weak:op-hours-or-nav,daily,Caramba Mexican Food,http://carambamex.com/,"fresh, scratch-made goodness daily, plus a killer sports bar vibe! Get Your Fiesta On! Real Mexican",
weak:op-hours-or-nav,special,Caribbean Palm Scottsdale,http://caribbeanpalmscottsdale.com/,"pinach, chile flakes and chef special jerk alfredo sauce Fusion Entrees Calaloo and saltfish steamed",
weak:op-hours-or-nav,DAILY,Catch,https://www.catchrestaurants.com/location/catch-scottsdale/,Kaluga Caviar $ 21 per piece DAILY CHEF SELECTION Limited Availability MP Catch Nigiri Flight Charc,
weak:op-hours-or-nav,6am-2am,Coach House,http://www.coachhousescottsdale.com/,s. We're Open Now | Open from 6am-2am Coach House Old Town Scottsdale Dive Bar Scottsdale's Oldest D,
weak:op-hours-or-nav,Specials,Cold Beers & Cheeseburgers,https://www.coldbeers.com/cheeseburgers/,d Your Location Weekday Lunch Specials! 99 Cent Wings Mondays! Cantastic Tuesdays Pimp Your Burger W,
weak:op-hours-or-nav,special,Dominick's Steakhouse,https://www.dominickssteakhouse.com/?utm_source=google&utm_medium=organic&utm_campaign=gmb,d passion. Whether it’s for a special occasion or a memorable dining experience. Dominick’s Steakhou,
weak:op-hours-or-nav,SPECIALS,Duke's Sports Bar and Grill,https://dukessportsbar.com/,your furry friends!!! WEEKLY SPECIALS MENU Scottsdale’s Favorite Hangout since 1998 Duke&#8217;s Sp,
weak:op-hours-or-nav,special,EGGstasy,https://eggstasyaz.com/scottsdale-eggstasy-drink-menu,rties Catering Jobs To host a special event · To get a special event catered · https://tmt.spotapps.,
weak:op-hours-or-nav,Daily,El Dorado Bar & Grill,http://eldorado-bar-grill.com/,"t Us Contact Breakfast Served Daily $9.00Burger Mondays! Breakfast, Lunch, and Dinner Served until 9",
weak:op-hours-or-nav,special,El Pollo Loco,https://restaurants.elpolloloco.com/az/scottsdale/15540-n-hayden-rd?utm_source=gmb&utm_medium=yext,"ire-grill whole chickens in a special recipe of herbs, spices, fruit juices and garlic to create a t",
weak:op-hours-or-nav,special,Enzo's Italian Kitchen,https://enzositaliankitchen.com/menus,"yle Italian meal with someone special. · [{""type"":""heading"",""children"":[{""text"":""""}],""level"":1,""alig",
