city,name,primary_type,reviews,rating,action,outcome,website
daly-city,"Original Joe’s Westlake",italian_restaurant,4543,4.5,hide,no_hh_found,https://originaljoes.com/westlake/
daly-city,"Boulevard Cafe",american_restaurant,2867,4.3,hide,no_hh_found,http://theboulevardcafe.com/
daly-city,"Nation's Giant Hamburgers & Great Pies",hamburger_restaurant,2577,4.5,hide,no_hh_found,http://nationsrestaurants.com/
daly-city,"Celia's",mexican_restaurant,1165,4.1,hide,no_hh_found,http://www.celiasrestaurants.com/
daly-city,"Tomo Sushi & Teriyaki",japanese_restaurant,525,4.4,hide,no_hh_found,https://tomosushiteriyaki.shop/
daly-city,"El Zocalo Restaurant",restaurant,451,3.7,hide,no_hh_found,https://www.facebook.com/pages/El-Zocalo-Restaurant/109674275734558
daly-city,"POGU",korean_restaurant,411,3.8,hide,no_hh_found,https://www.instagram.com/jagalchi_official/
daly-city,"Spiral",japanese_restaurant,406,3.9,hide,no_hh_found,http://spiraljapanesecuisine.com/
daly-city,"Ming Yuan Restaurant",chinese_restaurant,323,3.9,hide,no_hh_found,http://mingyuan.us/
daly-city,"Majikku Ramen",japanese_restaurant,206,4.0,hide,no_hh_found,https://majikkuramen.net/
daly-city,"Extreme Pizza",pizza_restaurant,186,4.0,hide,no_hh_found,http://extremepizzaorder.com/
daly-city,"Tom San Ramen",japanese_restaurant,123,4.0,hide,no_hh_found,http://www.tomsanramendalycity.com/?utm_source=gmb&utm_medium=website
daly-city,"Yokohama Iekei Ramen Daly City",ramen_restaurant,97,4.2,hide,no_hh_found,https://yokohamaiekei.net/
daly-city,"Marufuku Ramen Serramonte",ramen_restaurant,90,4.5,hide,no_hh_found,https://www.marufukuramen.com/
daly-city,"Iguana Azul",mexican_restaurant,61,3.2,hide,no_hh_found,http://www.blueiguana415.com/
daly-city,"UNI Pizzeria & Grill",pizza_restaurant,59,4.4,hide,no_hh_found,https://unipizzeria.com/
five-cities,"Splash Café",seafood_restaurant,7489,4.5,hide,no_hh_found,https://www.splashcafe.com/?y_source=1_MTQ2OTg4NTUtNzE1LWxvY2F0aW9uLndlYnNpdGU=
five-cities,"Cracked Crab",seafood_restaurant,2750,4.5,hide,no_hh_found,http://www.crackedcrab.com/
five-cities,"Cool Cat Cafe",hamburger_restaurant,2740,4.5,hide,no_hh_found,http://www.coolcatcafe.com/
five-cities,"Fin's Bar & Grill",seafood_restaurant,2093,4.3,hide,no_hh_found,https://www.finsbarandgrill.com/
five-cities,"Huckleberry's",american_restaurant,2023,4.3,hide,no_hh_found,http://www.huckleberrys.com/
five-cities,"Brad's Restaurant",seafood_restaurant,1947,4.3,hide,no_hh_found,http://bradsofpismo.com/
five-cities,"Ada’s Fish House",seafood_restaurant,1770,4.6,hide,no_hh_found,https://www.adasfishhouse.com/
five-cities,"Giuseppe's Cucina Italiana",italian_restaurant,1755,4.5,hide,no_hh_found,http://www.giuseppesrestaurant.com/
five-cities,"Hoagies Sandwiches & Grill, Pismo Beach",barbecue_restaurant,1722,4.5,hide,no_hh_found,https://hoagiesca.com/
five-cities,"Oyster Loft",seafood_restaurant,1152,4.7,hide,no_hh_found,https://oysterloft.com/
five-cities,"Mo's SmokeHouse BBQ",barbecue_restaurant,1139,4.3,hide,no_hh_found,http://www.mosbbq.com/
five-cities,"Klondike Pizza",pizza_restaurant,1033,4.5,hide,no_hh_found,https://klondikepizza.com/
five-cities,"Pizmo Cafe | Ristorante & Pizzeria",restaurant,999,4.4,hide,no_hh_found,http://www.pizmocafe.com/
five-cities,"Vista Steak and Seafood",steak_house,974,4.5,hide,no_hh_found,https://www.vistapismobeach.com/
five-cities,"Giuseppe’s Express",italian_restaurant,902,4.5,hide,no_hh_found,http://www.giuseppesrestaurant.com/
five-cities,"Yanagi Sushi & Grill",japanese_restaurant,892,4.3,hide,no_hh_found,https://www.yanagisushingrill.com/
five-cities,"Papi's Grill",mexican_restaurant,835,4.6,hide,no_hh_found,https://www.facebook.com/papisgrillpismo/
five-cities,"Del's Pizzeria",pizza_restaurant,818,4.5,hide,no_hh_found,http://delspizzeria.com/
five-cities,"Sushi 805",sushi_restaurant,767,4.3,hide,no_hh_found,https://www.805sakesushi.com/
five-cities,"Old Village Grill",american_restaurant,765,4.5,hide,no_hh_found,http://oldvillagegrill.biz/
five-cities,"Francisco's Country Kitchen",family_restaurant,702,4.3,hide,no_hh_found,https://www.franciscoscountrykitchen.com/
five-cities,"Gino's Pizza",pizza_restaurant,660,4.6,hide,no_hh_found,https://ginospizzaslo.com/ginospizzapismo?utm_source=google
five-cities,"Kanpai Sushi",japanese_restaurant,551,4.4,hide,no_hh_found,http://kanpaibythesea.com/
five-cities,"Gina's Italian Cuisine",italian_restaurant,542,4.5,hide,no_hh_found,https://www.ginasitaliancuisine.com/
five-cities,"Coronas Mexican Restaurant",mexican_restaurant,533,4.1,hide,no_hh_found,https://www.facebook.com/CoronasMexFood/
five-cities,"Mei's | Chinese Restaurant",chinese_restaurant,468,4.3,hide,no_hh_found,http://www.meischineserestaurants.com/
five-cities,"La Tapatía Market & Deli",mexican_restaurant,462,4.7,hide,no_hh_found,https://www.facebook.com/LaTapatiaMarket2
five-cities,"Palo Mesa",pizza_restaurant,406,4.7,hide,no_hh_found,https://www.palomesapizza.com/ag-village
five-cities,"SUSHI KOKKU & Ramen",sushi_restaurant,399,4.3,hide,no_hh_found,http://www.sushikokkuslo.com/
five-cities,"Izakaya Raku",japanese_izakaya_restaurant,325,4.4,hide,no_hh_found,https://www.izakayarakugrover.com/
five-cities,"Jalapenos Mexican Restaurant",mexican_restaurant,300,4.2,hide,no_hh_found,https://www.wegodelivers.com/restaurant/jalapenosgroverbeach
five-cities,"Me-n-Ed's Pizzeria and Crafthouse",pizza_restaurant,286,4.3,hide,no_hh_found,https://menedscentralcoast.com/pismo-beach/
five-cities,"Bee House Thai Cuisine",restaurant,286,4.8,hide,no_hh_found,https://www.toasttab.com/the-bee-house-245-west-grand-av
five-cities,"The Green Olive | Pismo Beach",mediterranean_restaurant,280,4.8,hide,no_hh_found,https://www.orderthegreenolivepismobeach.com/
five-cities,"Perfetto Caffe",bistro,262,4.8,hide,no_hh_found,http://www.8575perfettocaffe.com/
five-cities,"Villa Del Mar",seafood_restaurant,262,4.3,hide,no_hh_found,https://www.villadelmarmexican.com/
five-cities,"Palo Mesa Pizza II",pizza_restaurant,205,4.4,hide,no_hh_found,https://www.palomesapizza.com/
five-cities,"LA COSTA GRILL",mexican_restaurant,203,4.6,hide,no_hh_found,https://lacostagrillca.com/
five-cities,"Sidewalk Café",restaurant,181,4.7,hide,no_hh_found,http://sidewalkcafeag.smartonlineorder.com/
five-cities,"Luca's Deli & Wine",restaurant,109,4.8,hide,no_hh_found,https://www.lucasdeliandwine.com/
five-cities,"Mariscos El Picosito PB",mexican_restaurant,98,4.7,hide,no_hh_found,https://www.mariscoselpicosito805.com/pismo-beach
five-cities,"Pismo Coast Village Grill",restaurant,57,3.9,hide,no_hh_found,https://www.rockandrolldiner.com/pcvg-menu.html
oakland,"MENSHO",ramen_restaurant,2812,4.9,hide,no_hh_found,https://www.menshopiedmont.com/
oakland,"Guadalajara",mexican_restaurant,2556,4.3,hide,no_hh_found,http://www.guadalajaraoakland.com/
oakland,"Cholita Linda",latin_american_restaurant,2059,4.6,hide,no_hh_found,https://www.cholitalinda.com/
oakland,"Kansai",sushi_restaurant,1898,4.2,hide,no_hh_found,http://orderkansai.com/
oakland,"Hong Kong East Ocean Seafood Restaurant",chinese_restaurant,1688,4.1,hide,no_hh_found,https://www.hkeo.com/
oakland,"Smellys Creole Catering LLC.",restaurant,718,4.2,hide,no_hh_found,https://www.order.store/store/chef-smellys/Qmf4xMiSXCeH2577-QRJLw
oakland,"Square Pie Guys",pizza_restaurant,691,4.4,hide,no_hh_found,https://squarepieguys.com/
oakland,"The Italian Homemade Company",italian_restaurant,675,4.3,hide,no_hh_found,http://www.italianhomemadecompany.com/
oakland,"alaMar Dominican Kitchen",restaurant,595,4.4,hide,no_hh_found,http://alamaroakland.com/
oakland,"Shimizu Cuisine",japanese_restaurant,592,4.6,delete,no_hh_found,http://shimizu.menu11.com/
oakland,"Huangcheng Noodle House 山西刀削面",chinese_noodle_restaurant,548,4.4,hide,no_hh_found,http://www.huangchengnoodleca.com/
oakland,"Top Hatters Kitchen and Bar",restaurant,538,4.5,hide,no_hh_found,http://www.tophatterskitchen.com/
oakland,"La casa de Maria",mexican_restaurant,500,4.1,hide,no_hh_found,http://lacasamaria.net/
oakland,"The Landing Café",american_restaurant,483,3.8,hide,no_hh_found,https://www.oaklandzoo.org/dining
oakland,"June's Pizza",pizza_restaurant,478,4.7,hide,no_hh_found,https://www.instagram.com/junes_pizza/
oakland,"World Champion Smokehouse & Market",barbecue_restaurant,473,4.3,hide,no_hh_found,http://worldchampionsmokehouse.com/
oakland,"Manpuku",japanese_restaurant,473,4.4,hide,no_hh_found,https://manpukuorder.com/
oakland,"Oriental Tea House 碧贵园/碧桂园",chinese_restaurant,457,3.7,hide,no_hh_found,http://orientalteahouse.us/
oakland,"JAVI’S COOKING ""Empanadas Argentinas""",argentinian_restaurant,394,4.7,hide,no_hh_found,https://javiscooking.com/?utm_source=google
oakland,"Phnom Penh",cambodian_restaurant,374,4.7,hide,no_hh_found,http://www.phnompenhhouse.com/
oakland,"Graffiti Pizza",pizza_restaurant,355,4.3,hide,no_hh_found,https://graffitipizza.square.site/
oakland,"Lo Coco's",italian_restaurant,349,4.6,hide,no_hh_found,http://www.lococospiedmont.com/
oakland,"Persian Nights",persian_restaurant,347,4.5,hide,no_hh_found,http://www.persiannights.co/
oakland,"Los Olivos Restaurant",restaurant,342,4.2,hide,no_hh_found,http://losolivos-restaurant.com/menu
oakland,"Lemat Ethiopian Restaurant",ethiopian_restaurant,335,4.4,hide,no_hh_found,http://www.lemateats.com/
oakland,"Lovely’s",restaurant,317,4.4,hide,no_hh_found,https://www.lovelysburgers.com/
oakland,"Obelisco Restaurant",mexican_restaurant,310,4.6,hide,no_hh_found,http://obeliscorestaurant.com/
oakland,"Blackberry Bistro",bistro,304,4.4,hide,no_hh_found,https://www.blackberrybistrocafe.com/
oakland,"Creekwood Restaurant",italian_restaurant,295,4.6,hide,no_hh_found,https://www.creekwoodrestaurant.com/
oakland,"Lin Jia Asian Kitchen",asian_restaurant,289,4.7,hide,no_hh_found,https://www.linjiakitchen.com/
oakland,"Pho Anh Dao",vietnamese_restaurant,283,4.2,hide,no_hh_found,https://phoanhdaooakland.com/
oakland,"T'chaka a Taste of Haiti",caribbean_restaurant,274,4.7,hide,no_hh_found,http://www.tchakaoak.online/
oakland,"Pizza Ponte",pizza_restaurant,269,4.7,hide,no_hh_found,http://ponte.pizza/
oakland,"Leaning Tower",pizza_restaurant,268,4.4,hide,no_hh_found,http://www.leaningtowertogo.com/
oakland,"Ly-Luck",chinese_restaurant,257,4.4,hide,no_hh_found,https://www.lyluckrestaurantonline.com/
oakland,"King Yen",chinese_restaurant,254,4.4,hide,no_hh_found,https://www.kingyenrestaurant.com/
oakland,"Joodooboo",korean_restaurant,233,4.8,hide,no_hh_found,http://www.joodooboo.co/
oakland,"Pizzeria Violetta, Piedmont Ave",pizza_restaurant,204,4.6,hide,no_hh_found,http://www.pizzeria-violetta.com/
oakland,"Willows & Pine",restaurant,202,4.7,hide,no_hh_found,https://www.willowsandpine-restaurant.com/
oakland,"Hanami",japanese_restaurant,189,4.6,hide,no_hh_found,http://www.hanami377.com/
oakland,"Fire Wings Oakland",chicken_wings_restaurant,178,3.7,hide,no_hh_found,http://firewings.com/
oakland,"Red Boy Pizza Redwood Road",pizza_restaurant,174,4.2,hide,no_hh_found,http://www.redboypizza.com/
oakland,"Hashi Gawa",japanese_restaurant,173,4.5,hide,no_hh_found,http://5102275187.com/
oakland,"Kakui Sushi",sushi_restaurant,170,4.4,hide,no_hh_found,https://gokakuisushi.com/?utm_source=google
oakland,"TGI Oni Sushi",japanese_restaurant,165,4.5,delete,no_hh_found,https://tgioni.menu11.com/
oakland,"Kotobuki Japanese Restaurant",japanese_restaurant,164,4.5,hide,no_hh_found,https://www.clover.com/online-ordering/kotobuki-new-oakland
oakland,"Messob Ethiopian Restaurant",ethiopian_restaurant,158,4.4,hide,no_hh_found,http://ordermessobethiopianrestaurant.com/
oakland,"Red Boy Pizza on Leimert",pizza_restaurant,148,4.4,hide,no_hh_found,http://www.redboypizza.com/
oakland,"State Flour Pizza Company",pizza_restaurant,147,4.9,hide,no_hh_found,https://stateflourpizza.com/
oakland,"Slice Pizza & Krunchy Chicken",pizza_restaurant,146,4.3,hide,no_hh_found,https://spandkc.com/?utm_source=google
oakland,"Bistro 4293",mediterranean_restaurant,136,4.9,hide,no_hh_found,https://bistro4293.com/
oakland,"Bacogai",hot_pot_restaurant,129,4.6,hide,no_hh_found,http://bacogai.com/
oakland,"Terrace Café - Oakland Hills",restaurant,121,4.6,hide,no_hh_found,http://www.terracegiftsandcoffee.com/
oakland,"Cafe Jolie Petit",restaurant,109,4.4,hide,no_hh_found,http://www.cafejolies.com/
oakland,"Calabash",restaurant,105,4.4,hide,no_hh_found,https://calabasheats.com/
oakland,"Oh G Burger",restaurant,67,4.3,hide,no_hh_found,http://ohgburger.com/
oakland,"Pizzeria Violetta, Prescott Market Hall",pizza_restaurant,55,4.7,hide,no_hh_found,http://www.pizzeria-violetta.com/
oakland,"Sun Moon Studio",restaurant,53,5.0,hide,no_hh_found,http://sunmoonstudio.com/
oakland,"Tea Shop",restaurant,46,3.9,hide,no_hh_found,https://nudining.com/dining/
oakland,"Woo Can Cook",restaurant,46,3.7,hide,no_hh_found,https://woocancook.com/eats
